#Frame           phi2         psi2
       1     -64.4271     -25.4834
       2     -86.6865     -14.1640
       3     -47.4623     -35.0245
       4     -61.7369     -22.8006
       5     -49.5975     -41.7114
       6     -64.7564     -39.3624
       7     -62.5177     -40.8838
       8     -63.7222     -32.8226
       9     -66.0209     -40.0585
      10     -76.1077     -34.2749
      11     -54.2623     -41.8716
      12     -71.2665     -25.9493
      13     -76.4049     -25.3646
      14     -50.9348     -37.8316
      15     -65.2877     -42.7426
      16     -74.4627     -32.2073
      17     -86.1433     -16.5707
      18     -67.2787     -29.0725
      19     -77.1464      -7.0199
      20     -91.7814     -19.1698
      21     -75.0640     -10.0131
      22     -93.8785     -32.7328
      23     -85.5825     -29.2021
      24     -66.3474     -32.0385
      25     -95.1337     -25.4235
      26     -67.1200     -28.2132
      27     -64.1758     -29.0531
      28     -73.9206     -17.4718
      29     -63.9997     -27.2647
      30     -72.4760     -13.5956
      31     -59.6612     -34.5615
      32     -64.5270     -15.4305
      33     -81.7509     -26.6042
      34     -73.0446     -31.3731
      35     -76.5249     -26.9821
      36     -66.6527     -29.8117
      37     -65.3567     -35.5302
      38     -69.2378     -15.2260
      39     -68.3104     -27.9141
      40     -84.7329     -19.2518
      41     -41.2048     -39.6384
      42     -65.9380     -32.2951
      43     -66.5299     -17.7970
      44     -80.5686      -5.2018
      45     -87.7697     -15.1488
      46     -80.9621     -19.3445
      47     -65.5909     -27.9001
      48     -71.2335     -26.9171
      49     -59.3422     -43.2019
      50     -70.2494     -38.8273
      51     -66.6195     -39.7677
      52     -63.6754     -44.5047
      53     -69.4932     -39.5060
      54     -69.5146     -31.3430
      55     -73.4680     -32.5459
      56     -65.8262     -40.0085
      57     -77.7752     -38.6538
      58     -84.6086     -26.7634
      59     -70.1738     -42.2319
      60     -73.6381     -39.4122
      61     -63.9529     -38.3153
      62     -58.3555     -33.1216
      63     -76.0691     -26.4534
      64     -72.1647     -27.2152
      65     -86.8502     -40.1921
      66     -80.0368     -30.6413
      67     -70.4765     -36.6901
      68     -69.0874     -31.7268
      69     -86.9949     -17.3059
      70     -92.1028     -34.7037
      71    -115.6448       3.6666
      72    -146.6935     -31.1728
      73    -131.7293      33.0245
      74    -109.1676     127.5346
      75    -140.2372      24.4870
      76    -141.2188      63.6319
      77    -139.8581      15.7338
      78    -126.3022      26.2433
      79     -80.3520     -17.6324
      80    -105.1051       3.9979
      81    -132.9616      24.7075
      82    -111.9111       3.9848
      83    -117.5013      -9.0020
      84    -109.6454       1.3463
      85     -87.8047       6.9826
      86     -97.2896      14.4208
      87    -100.0400      13.5020
      88    -102.5693      13.0720
      89     -90.3928     -12.5106
      90     -96.9713      -8.5039
      91     -88.2120     -13.1972
      92    -100.0453       0.3538
      93     -91.6340     -20.8117
      94     -83.3142      -9.8763
      95     -76.3403     -27.8642
      96     -79.8427     -16.7637
      97    -105.8542     -18.3821
      98     -71.6183     -36.8935
      99     -76.0085       2.4977
     100     -75.8495     -18.9981
     101     -87.0207      -8.9513
     102     -72.3585     -18.4202
     103     -71.0986     -16.8163
     104    -101.9855      -2.2113
     105     -84.1345     -29.1207
     106     -76.7493     -23.8268
     107     -86.5219     -12.4673
     108     -93.6395      -2.4785
     109     -83.7078     -15.2194
