#Frame      RoG_00000 RoG_00000[Max]
       1       8.2811        13.1325
       2       8.2428        13.0052
       3       8.1517        12.6958
       4       8.6385        13.6117
       5       8.4392        13.2340
       6       8.3281        13.1050
       7       8.3573        12.9256
       8       8.1681        12.7589
       9       8.5782        13.6250
      10       8.4149        13.2240
      11       8.4383        13.6735
      12       8.2294        13.2541
      13       8.2736        13.2298
      14       8.1424        12.8570
      15       7.9358        12.3491
      16       8.1945        12.8871
      17       8.3938        13.6510
      18       8.9746        14.8539
      19       9.0133        14.7139
      20       9.2030        14.6516
      21       8.8338        14.1821
      22       8.7677        14.0337
      23       9.1131        14.5933
      24       9.4202        14.8040
      25       9.1457        14.5651
      26       9.3436        15.4641
      27       9.1840        14.7069
      28       9.5913        15.0563
      29       9.1613        14.3920
      30       9.2206        14.4520
      31       8.9724        14.4614
      32       8.8083        13.9491
      33       9.0812        14.5295
      34       8.7928        13.7151
      35       8.8571        13.9820
      36       9.0559        14.3435
      37       9.4487        14.7377
      38       9.8664        14.9985
      39       9.8235        15.4658
      40       9.6839        15.5008
      41       9.8651        15.5907
      42       9.3679        14.0712
      43       9.3857        14.0055
      44       9.6683        14.2853
      45       9.3797        14.8528
      46       9.0330        14.0844
      47       8.8196        13.5415
      48       9.0939        14.0102
      49       9.5618        14.8330
      50       9.7852        15.5542
      51      10.1667        16.2978
      52       9.8412        16.1822
      53      10.2630        16.5638
      54      11.2341        17.1814
      55      10.5772        17.1197
      56      11.0454        17.2222
      57      11.1422        16.4069
      58      10.7176        15.8863
      59      10.7481        15.7702
      60      10.7285        15.9059
      61      10.6137        16.0682
      62      10.4185        15.4075
      63       9.9621        15.3478
      64       9.6939        14.3320
      65       9.7241        13.3313
      66       9.3822        12.6297
      67       8.7481        12.6752
      68       8.5910        13.1577
      69       8.5671        12.2028
      70       9.0719        13.4491
      71       8.8140        12.3948
      72       9.1481        12.6203
      73       9.2239        12.4559
      74       9.1866        13.1756
      75       8.9199        12.5769
      76       8.5630        11.5920
      77       8.8925        12.2765
      78       8.6712        12.0893
      79       8.9275        12.7214
      80       8.9340        12.3749
      81       9.0673        12.3348
      82       8.8547        12.2179
      83       9.2227        12.4695
      84       9.7936        13.2413
      85       9.4963        13.4764
      86       9.5040        12.8646
      87       9.3658        12.7091
      88       9.1657        12.4880
      89       9.0267        12.1572
      90       9.0342        12.4366
      91       8.8899        11.7801
      92       9.0356        12.2067
      93       8.8133        12.0884
      94       9.2126        12.5648
      95       9.1516        12.2936
      96       8.6396        11.7233
      97       8.6880        11.9779
      98       8.8402        12.3045
      99       8.9463        13.0959
     100       8.6589        12.1088
     101       8.8615        12.7673
     102       8.8187        12.4086
     103       9.3060        13.7981
     104       9.3249        13.5766
     105       9.3617        13.9270
     106       9.1235        13.8812
     107       9.1819        13.2178
     108       9.6740        13.7425
     109       9.4907        13.2834
     110       9.4603        14.0683
     111       9.6179        14.5393
     112       9.3769        13.7120
     113       9.2187        13.3515
     114       9.1426        13.2469
     115       9.2256        13.0166
     116       8.7596        12.3398
     117       8.8438        12.0984
     118       8.7194        11.8576
     119       8.4086        11.6298
     120       8.5341        11.5643
     121       8.5832        11.8248
     122       8.6196        11.9520
     123       8.5554        11.8184
     124       8.5033        12.0403
     125       8.4469        11.5134
     126       8.3490        11.6234
     127       8.1914        11.4294
     128       8.2253        11.3467
     129       8.3342        11.5813
     130       8.0536        11.6179
     131       8.1216        11.5523
     132       8.2406        11.5237
     133       8.4836        12.1011
     134       8.1822        11.7412
     135       8.3448        11.5699
     136       8.3635        11.7471
     137       8.2771        11.4638
     138       8.2471        11.0768
     139       8.3865        11.2074
     140       8.3173        11.2957
     141       8.4209        10.8957
     142       8.2349        10.9074
     143       8.3776        11.0831
     144       8.5808        11.7408
     145       8.4356        11.2905
     146       8.4796        11.3758
     147       8.4375        11.7431
     148       8.5517        11.4764
     149       8.5302        11.4639
     150       8.8178        11.7298
     151       8.8525        11.9328
     152       8.6334        11.7089
     153       8.6506        11.7589
     154       9.0297        12.1838
     155       9.0033        11.7942
     156       8.9672        12.4723
     157       8.9763        12.4089
     158       9.1574        13.0893
     159       9.4124        13.2524
     160       9.1929        13.1548
     161       8.9780        12.8421
     162       9.2059        13.7459
     163       9.0255        13.4189
     164       9.0645        13.0442
     165       8.5683        11.8222
     166       8.6826        12.4902
     167       8.6621        12.1868
     168       9.0973        13.7292
     169       9.0231        11.8769
     170       8.8898        11.8598
     171       9.0096        12.2500
     172       8.8600        11.7222
     173       9.0268        12.3269
     174       9.1767        12.5814
     175       8.8991        12.0892
     176       8.9725        12.0725
     177       8.8374        12.5271
     178       9.1398        12.7292
     179       8.8559        12.4887
     180       8.6175        12.0563
     181       8.6345        11.7369
     182       8.8411        11.9619
     183       9.0643        12.5197
     184       9.6119        12.7921
     185       9.2410        12.0527
     186       9.1800        12.1011
     187       9.3706        12.3196
     188       9.3913        12.7448
     189       9.3630        12.9050
     190       9.1620        12.3543
     191       9.1696        12.4269
     192       8.9420        12.3367
     193       9.0216        12.3767
     194       9.0639        12.0184
     195       8.9089        12.0131
     196       8.9528        11.8704
     197       9.1190        12.2072
     198       9.0960        12.0809
     199       9.1560        12.0878
     200       8.8495        12.0073
     201       8.7601        11.8186
