#Frame      RoG_00000 RoG_00000[Max]
       1       8.0029        12.3107
       2       7.8666        12.2853
       3       7.9794        12.2555
       4       8.0344        12.4821
       5       8.0834        12.4124
       6       7.7388        11.8977
       7       7.9131        12.1529
       8       7.9569        12.2808
       9       8.1654        13.0615
      10       8.0324        12.9569
      11       8.0915        12.7441
      12       8.2720        12.9260
      13       7.9304        12.4106
      14       8.1504        12.9199
      15       7.7928        12.2452
      16       8.1283        13.0100
      17       8.1087        12.4305
      18       8.0542        12.7729
      19       8.1905        12.8107
      20       8.3869        13.4681
      21       8.4766        13.8356
      22       8.6663        14.0354
      23       8.6797        14.7945
      24       9.0485        15.1257
      25       8.7013        14.1277
      26       8.5815        13.7664
      27       8.5282        13.7745
      28       8.4165        13.5926
      29       8.4640        13.6326
      30       8.1332        12.6811
      31       8.4100        13.3269
      32       8.6529        13.8079
      33       8.5580        13.4986
      34       8.9025        13.7608
      35       8.7392        13.5501
      36       8.6754        13.7546
      37       8.6191        13.5950
      38       8.9288        13.9349
      39       8.6743        13.5524
      40       8.6681        13.4267
      41       8.6283        13.4492
      42       8.5346        13.5586
      43       8.8925        13.9794
      44       8.8480        13.8274
      45       8.8277        13.9452
      46       8.3570        12.8692
      47       8.3427        13.3471
      48       8.2981        13.2048
      49       8.2969        13.1854
      50       8.2807        13.1108
      51       8.5470        13.4856
      52       8.2056        12.9614
      53       8.2869        13.1790
      54       8.6485        13.4605
      55       8.6119        13.5587
      56       8.6456        13.6240
      57       8.4534        13.5481
      58       8.3945        13.2098
      59       8.3176        13.3319
      60       8.2867        13.0007
      61       8.2975        13.0023
      62       8.7268        13.3878
      63       8.3591        12.7799
      64       8.5748        12.9509
      65       8.4247        12.9675
      66       8.3388        12.6685
      67       8.2175        12.9408
      68       8.5678        13.4508
      69       8.9174        14.1451
      70       8.6536        13.7801
      71       8.8018        14.1716
      72       8.7685        13.9204
      73       8.6768        13.9305
      74       8.6637        13.5997
      75       8.7537        13.7276
      76       8.5313        13.4626
      77       8.7789        14.0963
      78       8.4320        13.3222
      79       8.2992        13.1647
      80       8.2377        12.9448
      81       8.2609        12.9710
      82       8.2409        13.2363
      83       8.4896        13.5981
      84       8.6299        13.7961
      85       8.3670        14.3814
      86       8.3340        14.4834
      87       8.4038        14.5979
      88       8.5659        15.2135
      89       8.6581        14.5971
      90       8.5738        14.2113
      91       8.1480        13.1784
      92       8.1619        14.0399
      93       8.4300        14.6869
      94       8.8154        15.7838
      95       9.1187        16.9678
      96       8.8973        16.4313
      97       8.5925        15.7301
      98       8.5626        15.3063
      99       8.6979        15.6666
     100       8.7160        16.1689
     101       8.8444        16.3754
     102       8.5995        16.0797
     103       8.9413        16.3783
     104       8.8178        15.9809
     105       8.7488        15.4042
     106       8.9509        16.3878
     107       8.6611        15.8413
     108       8.5768        15.6107
     109       8.4074        15.9015
     110       8.3713        15.2240
     111       8.4032        14.7339
     112       8.8307        15.6925
     113       8.7842        16.1132
     114       8.8649        15.9917
     115       8.9236        16.8094
     116       8.9568        17.6503
     117       9.0480        17.2403
     118       8.8461        16.3057
     119       9.1838        17.3610
     120       9.5523        18.2502
     121       9.5933        19.2719
     122       9.4251        18.7915
     123       9.5949        18.7109
     124       9.5099        18.7209
     125       9.5006        18.6330
     126       9.5078        18.3408
     127       9.1868        17.5919
     128       9.4661        18.0531
     129       9.5775        18.1967
     130       9.5128        18.4778
     131       9.5240        18.9444
     132       9.6124        18.8209
     133       9.4924        18.2994
     134       9.2944        17.9503
     135       9.4067        18.0837
     136       9.3087        17.9874
     137       9.3269        18.2839
     138       9.3054        18.1952
     139       9.3200        18.1610
     140       9.3681        17.6910
     141       9.3292        17.6962
     142       9.4221        17.8269
     143       9.6661        18.8059
