#Frame    overall[UU] modiaccept[UU] modidonor[UU] modiaccept2[UU] modidonor2[UU]
       1            6              0             0               1              0
       2            3              0             0               1              0
       3            6              0             0               1              0
       4            2              0             0               0              0
       5            3              0             0               0              0
       6            5              0             0               1              0
       7            6              0             0               1              0
       8            5              0             0               1              0
       9            3              0             0               0              0
      10            3              0             0               0              0
      11            4              0             0               0              0
      12            2              0             0               0              0
      13            4              0             0               0              1
      14            3              0             0               0              1
      15            2              0             0               0              0
      16            3              0             0               0              1
      17            5              0             0               0              1
      18            4              0             0               0              1
      19            2              0             0               0              1
      20            0              0             0               0              0
      21            4              0             0               0              0
      22            3              0             0               0              0
      23            5              0             0               0              1
      24            3              0             0               0              1
      25            2              0             0               0              1
      26            3              0             0               0              0
      27            3              0             0               0              0
      28            6              0             0               0              1
      29            4              0             0               0              0
      30            3              0             0               0              1
      31            6              0             0               0              2
      32            4              0             0               1              0
      33            4              0             0               0              0
      34            5              0             0               0              0
      35            4              0             0               0              0
      36            5              0             0               0              1
      37            4              0             0               0              0
      38            4              0             0               0              0
      39            2              0             0               0              0
      40            3              0             0               0              0
      41            3              0             0               0              0
      42            5              0             0               0              1
      43            5              0             0               1              0
      44            6              0             0               2              0
      45            4              0             0               1              0
      46            3              0             0               0              0
      47            1              0             0               0              0
      48            2              0             0               0              0
      49            3              0             0               1              0
      50            4              0             0               1              0
      51            2              0             0               0              0
      52            2              0             0               0              0
      53            0              0             0               0              0
      54            0              0             0               0              0
      55            2              0             0               1              0
      56            2              0             0               0              0
      57            2              0             0               0              0
      58            1              0             0               0              0
      59            1              0             0               0              0
      60            2              0             0               1              0
      61            2              0             0               0              0
      62            1              0             0               0              0
      63            2              0             0               0              0
      64            1              0             0               0              0
      65            2              0             0               0              0
      66            2              0             0               0              0
      67            2              0             0               0              0
      68            2              0             0               0              0
      69            3              0             0               0              0
      70            3              0             0               0              0
      71            3              0             0               0              0
      72            3              0             0               0              0
      73            3              0             0               0              0
      74            2              1             1               0              1
      75            4              0             0               0              0
      76            3              0             0               0              0
      77            2              0             0               0              0
      78            4              0             0               0              0
      79            4              0             0               0              0
      80            4              0             0               0              0
      81            1              0             0               0              0
      82            1              0             0               0              0
      83            2              0             0               0              0
      84            1              0             0               0              0
      85            1              0             0               0              0
      86            2              0             0               0              0
      87            1              0             0               0              0
      88            1              0             0               0              0
      89            0              0             0               0              0
      90            4              0             0               0              0
      91            1              0             0               0              0
      92            1              0             0               0              0
      93            2              0             0               0              0
      94            2              0             0               0              0
      95            2              0             0               0              0
      96            3              0             0               1              0
      97            2              0             0               1              0
      98            2              0             0               1              0
      99            4              0             0               1              0
     100            3              0             0               2              0
     101            1              0             0               0              0
     102            2              0             0               0              0
     103            1              0             0               0              0
     104            1              0             0               0              0
