#Frame    overall[UU] modiaccept[UU] modidonor[UU] modiaccept2[UU] modidonor2[UU]
       1            4              0             0               2              0
       2            6              0             0               2              0
       3            7              0             0               2              0
       4            8              0             0               2              0
       5            5              0             0               2              0
       6            5              0             0               1              0
       7            3              0             0               1              1
       8            4              0             0               2              0
       9            4              0             0               2              0
      10            6              0             0               2              0
      11            7              0             0               2              0
      12            5              0             0               2              0
      13            4              0             0               2              0
      14            4              0             0               1              1
      15            3              0             0               1              0
      16            5              0             0               2              0
      17            5              0             0               1              0
      18            7              0             0               2              0
      19            6              0             0               2              0
      20            6              0             0               2              0
      21            4              0             0               3              0
      22            5              0             0               2              0
      23            5              0             0               2              0
      24            7              0             0               3              0
      25            2              0             0               2              1
      26            5              0             0               2              0
      27            5              0             0               2              0
      28            4              0             0               2              0
      29            5              0             0               1              1
      30            6              0             0               2              0
      31            4              0             0               2              0
      32            3              0             0               0              0
      33            6              0             0               2              1
      34            7              0             0               2              0
      35            7              0             0               1              1
      36            6              0             0               1              0
      37            7              0             0               2              0
      38            5              0             0               1              0
      39            5              0             0               1              0
      40            7              0             0               1              0
      41            5              0             0               1              0
      42            6              0             0               2              0
      43            7              0             0               3              2
      44            6              0             0               2              0
      45            3              0             0               1              0
      46            5              0             0               1              0
      47            6              0             0               2              0
      48            6              0             0               3              0
      49            5              0             0               2              0
      50            7              0             0               3              0
      51            7              0             0               5              0
      52            6              0             0               2              0
      53            7              0             0               3              1
      54            7              0             0               3              2
      55            7              0             0               3              1
      56            7              0             0               2              1
      57            6              0             0               3              0
      58            3              0             0               0              0
      59            5              0             0               2              2
      60            6              0             0               4              1
      61            5              0             0               4              1
      62           10              0             0               6              0
      63            4              0             0               2              1
      64            5              0             0               5              1
      65            6              0             0               2              0
      66            4              0             0               1              1
      67            4              0             0               1              0
      68            7              0             0               3              0
      69            7              0             0               3              0
      70            6              0             0               3              0
      71            7              0             0               3              0
      72            5              0             0               3              0
      73            6              0             0               1              0
      74            5              0             0               2              1
      75            9              0             0               3              1
      76            7              0             0               4              0
      77            4              0             0               2              1
      78            4              0             0               2              1
      79            3              0             0               2              1
      80            5              0             0               2              1
      81            5              0             0               3              0
      82            3              0             0               2              0
      83            4              0             0               3              1
      84            6              0             0               3              1
      85            2              0             0               0              2
      86            4              0             0               3              2
      87            5              0             0               2              1
      88            3              0             0               1              1
      89            2              0             0               1              1
      90            4              0             0               3              1
      91            3              0             0               1              0
      92            4              0             0               2              0
      93            2              0             0               0              0
      94            4              0             0               2              0
      95            5              0             0               2              1
      96            2              0             0               1              0
      97            4              0             0               3              0
      98            3              0             0               3              1
      99            7              0             0               5              2
     100            5              0             0               4              2
     101            5              0             0               4              2
     102            5              0             0               4              0
     103            8              0             0               4              0
     104            3              0             0               2              1
     105            4              0             0               2              1
     106            5              0             0               4              1
     107            4              0             0               2              1
     108            4              0             0               2              2
     109            3              0             0               2              1
     110            3              0             0               2              2
     111            3              0             0               1              1
     112            2              0             0               1              1
     113            2              0             0               3              1
     114            2              0             0               2              0
     115            4              0             0               3              2
     116            4              0             0               3              0
     117            3              0             0               5              1
     118            4              0             0               2              0
     119            6              0             0               2              1
     120            6              0             0               4              1
     121            3              0             0               3              0
