#Frame    overall[UU] modiaccept[UU] modidonor[UU] modiaccept2[UU] modidonor2[UU]
       1            1              0             0               1              1
       2            2              0             0               1              0
       3            2              0             0               1              0
       4            2              0             0               1              0
       5            2              0             0               1              0
       6            2              0             0               1              0
       7            1              0             0               1              0
       8            3              0             0               1              0
       9            3              0             0               2              1
      10            2              0             0               0              0
      11            2              0             0               1              0
      12            4              0             0               1              0
      13            1              0             0               0              0
      14            1              0             0               0              0
      15            3              0             0               1              0
      16            3              0             0               0              0
      17            2              0             0               1              0
      18            0              0             0               1              0
      19            2              0             0               0              0
      20            1              0             0               0              0
      21            3              0             0               1              1
      22            2              0             0               1              0
      23            2              0             0               0              0
      24            3              0             0               3              0
      25            2              0             0               1              0
      26            1              0             0               0              0
      27            2              0             0               1              0
      28            2              0             0               1              0
      29            2              0             0               1              0
      30            3              0             0               1              0
      31            1              0             0               0              0
      32            1              0             0               0              0
      33            1              0             0               0              0
      34            2              0             0               1              0
      35            2              0             0               1              0
      36            3              0             0               1              0
      37            2              0             0               0              0
      38            3              0             0               1              0
      39            1              0             0               0              0
      40            1              0             0               0              0
      41            3              0             0               1              0
      42            2              0             0               0              0
      43            1              0             0               0              0
      44            2              0             0               0              0
      45            3              1             0               1              0
      46            4              1             0               1              0
      47            3              1             0               1              0
      48            1              0             0               0              0
      49            4              0             0               1              0
      50            3              0             0               1              0
      51            3              0             0               1              0
      52            2              0             0               0              0
      53            2              0             0               0              0
      54            3              0             0               1              0
      55            2              0             0               0              1
      56            2              0             0               1              0
      57            2              0             0               0              0
      58            1              0             0               1              0
      59            3              0             0               1              0
      60            2              0             0               1              0
      61            1              0             0               0              0
      62            2              0             0               1              0
      63            2              0             0               0              0
      64            1              0             0               0              0
      65            1              0             0               0              0
      66            1              0             0               0              0
      67            2              0             0               0              0
      68            1              0             0               0              0
      69            3              0             0               1              0
      70            2              0             0               1              0
      71            1              0             0               0              0
      72            2              0             0               1              0
      73            1              0             0               0              0
      74            2              0             0               0              0
      75            3              0             0               1              0
      76            3              0             0               1              1
      77            2              0             0               0              0
      78            3              0             0               1              0
      79            2              0             0               1              0
      80            2              0             0               0              0
      81            1              0             0               1              0
      82            2              0             0               1              0
      83            2              0             0               1              1
      84            1              0             0               0              0
      85            2              0             0               1              0
      86            2              0             0               1              0
      87            2              0             0               1              0
      88            1              0             0               0              0
      89            2              0             0               1              0
      90            2              0             0               1              0
      91            2              0             0               1              0
      92            2              0             0               1              0
      93            2              0             0               1              0
      94            3              0             0               1              0
      95            2              0             0               2              0
      96            2              0             0               1              0
      97            2              0             0               0              0
      98            3              0             0               1              0
      99            3              0             0               1              0
     100            2              0             0               0              0
     101            3              0             0               1              0
     102            1              0             0               1              0
     103            2              0             0               2              0
     104            1              0             0               0              0
     105            2              0             0               1              0
     106            1              0             0               0              0
     107            1              0             0               0              0
     108            2              0             0               1              0
     109            1              0             0               0              0
     110            2              0             0               1              0
     111            2              0             0               1              0
     112            1              0             0               0              0
     113            2              0             0               2              1
     114            2              0             0               1              0
     115            2              0             0               1              0
     116            3              0             0               2              0
     117            2              0             0               1              0
     118            2              0             0               1              0
     119            1              0             0               0              0
     120            1              0             0               0              0
     121            1              0             0               0              1
     122            3              0             0               1              0
     123            3              0             0               1              0
     124            2              0             0               0              0
     125            3              0             0               1              0
     126            2              0             0               1              0
     127            2              0             0               2              0
