2XCK,278,114,101,63, 
2XIX,275,108,108,59,HG
2XIY,275,109,110,56,H
2XIZ,275,106,113,56,H
2XJ1,275,106,115,54,H
2XJ2,275,105,112,58,H
2XZ0,1124,723,203,198,T
2XZ1,869,556,147,166,HH
2Y1K,527,194,205,128,T
2Z5Z,596,227,206,163,H
3A77,937,241,470,226,SESESESE
3AG9,648,247,244,157,    
3AGL,680,259,254,167,     
3AGM,347,129,129,89,        
3AMA,368,139,130,99,H  
3AMB,366,137,131,98,H  
3AMV,815,426,251,138,S
3AXY,1642,872,462,308,    
3BGM,386,74,236,76,S
3BGP,274,96,122,56,T
3BGQ,274,108,112,54,H
3BGZ,270,105,104,61,H
3BH8,387,75,235,77, 
3BH9,388,74,234,80, 
3BHB,385,72,239,74,S
3BKQ,459,172,206,81,T
3BWJ,342,129,128,85,   
3BXI,596,223,213,160,H
3C04,459,174,205,80,T
3COJ,1763,518,720,525,        
3CU8,479,366,51,62,  
3CY3,282,108,107,67,H
3D9K,297,224,40,33,  S 
3D9L,301,226,41,34,   
3D9M,294,223,41,30,S
3D9N,298,225,41,32,B B 
3D9P,294,224,40,30,   
3DCV,275,102,119,54,H
3DD1,1620,845,500,275, 
3DDS,1618,854,491,273, 
3DDW,1616,842,502,272, 
3DND,358,130,139,89,  
3DNE,360,130,140,90,  
3DVL,2974,910,1497,567,GGGGTTTTGGGG
3E8C,2192,813,800,579,S  T  S  T    H  
3E8E,2189,828,784,577,T    G  T    H  
3EFZ,881,707,66,108,  
3EQU,862,284,357,221,T HH HHHHT HH HHHH
3EQV,876,285,370,221,HH
3ERH,596,218,217,161,H
3ERI,596,212,224,160,H
3EXH,2741,1130,1053,558,SS
3F2A,278,103,118,57,H
3F3Z,273,108,109,56,H
3FAQ,596,217,220,159,T
3FBV,5876,2594,2010,1272,S SS SS SS SS SS SS SS SS SS SS SS SS SS S
3FHI,489,170,197,122,  
3FJQ,357,128,130,99,  
3FNL,596,223,213,160,H
3FQR,386,73,236,77,S
3FQU,385,72,237,76, 
3FQX,385,72,234,79, 
3G2T,301,197,50,54,  
3G2V,300,196,53,51,  
3G2W,298,196,52,50,
3GA7,310,129,120,61,H HTHHET HH
3GC1,596,208,227,161,H
3GCJ,596,220,218,158,H
3GCK,596,216,219,161,H
3GCL,596,214,223,159,H
3H9F,266,100,102,64,   
3H9O,278,111,105,62, 
3HGK,1466,605,488,373,B     B 
3HRC,281,113,104,64, 
3HRF,286,116,107,63, 
3HUF,945,250,446,249,  
3I3W,883,319,417,147,HTHTH EHTHTH E
3I6N,596,204,229,163,H
3IAF,2220,935,851,434,GTGS
3IDB,495,172,199,124,  
3IDC,505,168,191,146,  
3IFQ,1273,845,252,176,      
3IOP,278,113,101,64, 
3IQJ,246,186,29,31,H 
3IQU,244,188,27,29,H 
3IQV,244,186,30,28,H 
3IW4,1000,360,351,289,      
3JBL,10021,3928,4039,2054,           
3JRW,504,180,208,116, 
3JZM,2910,905,1449,556,TGGTTG
3K05,405,171,129,105,  
3K0E,2974,875,1427,672,TTGGGGTTGGTT
3K0F,2974,902,1485,587,TG GT
3K0H,217,70,95,52, 
3K0K,217,68,96,53, 
3K15,217,72,91,54, 
3K16,217,71,91,55, 
3K2L,410,141,167,102,SSS T
3KKV,360,130,138,92,   
3KRQ,596,219,218,159,H
3KVW,408,140,170,98, ST
3L41,222,92,79,51, 
3L6F,387,61,242,84, 
3L9L,720,272,264,184,    
3L9M,719,267,269,183,    
3L9N,356,133,130,93,  
3LJ0,815,372,283,160,S  S  
3LJ1,820,371,287,162,S  S  
3LJ2,820,377,273,170,S  S  
3MA3,277,106,104,67,H
3MHR,248,188,28,32,H 
3MK0,482,157,210,115,H
3MK1,482,158,209,115,H
3MK2,482,156,209,117,H
3MVJ,1061,394,385,282,      
3N8F,1192,427,435,330,HT
3NAK,1192,434,443,315,HT
3NAY,562,219,209,134,  
3NIU,1192,430,444,318,HH
3NKX,479,365,53,61,  
3NUN,281,114,101,66, 
3NUS,279,113,102,64, 
3NUU,279,111,102,66, 
3NUY,279,115,100,64, 
3NX8,356,134,130,92, H 
3NYH,596,223,215,158,H
3O2Q,1020,652,219,149,S
3O7L,683,249,242,192,   
3O8I,231,178,18,35, 
3OB2,309,172,84,53, B
3OGW,596,221,217,158,H
3OOG,355,127,133,95,  
3OQM,842,357,312,173,  
3OQN,842,349,317,176,  
3OQO,843,360,307,176,  
3ORX,2247,921,810,516,       
3ORZ,1120,449,416,255,    
3OTU,280,113,102,65, 
3OVV,359,131,134,94,  
3OW3,357,130,132,95,  
3OWP,357,129,134,94,  
3OXT,357,130,135,92,  
3P0M,358,129,135,94,  
3P1N,243,186,28,29,H 
3P1O,243,175,34,34,H 
3P1P,244,186,30,28, 
3P1Q,244,188,27,29, 
3P1R,244,186,30,28, 
3P1S,244,188,27,29, 
3P35,679,200,346,133,  
3P9Y,816,360,295,161, S  S  S  S 
3PFQ,525,118,260,147,   
3PMG,1124,400,532,192,TT
3POO,355,129,132,94,  
3PPZ,538,207,189,142,SS SS 
3PVB,507,163,198,146,T   
3PXE,876,297,358,221,S   
3PY4,596,227,214,155,H
3Q1I,226,66,115,45, 
3Q4A,140,102,19,19,S 
3Q9K,596,224,214,158,H
3QAL,362,130,129,103,  
3QAM,371,142,136,93,  
3QC4,562,205,219,138,  
3QCQ,279,113,102,64, 
3QCS,279,113,102,64, 
3QCX,279,115,103,61, 
3QCY,277,116,99,62,
3QD0,276,115,101,60,
3QD3,281,111,105,65, 
3QD4,278,110,105,63,
3QF1,596,223,211,162,H
3QIC,454,198,193,63,H
3QL6,596,224,217,155,H
3QPD,188,80,73,35,T
3R4X,596,225,214,157,H
3R55,595,227,210,158,H
3R5O,596,224,205,167,H
3R5Q,596,214,211,171,H
3RCJ,283,116,106,61,S
3RKE,596,223,210,163,H
3RTX,536,140,270,126,    
3RWP,280,113,103,64, 
3RWQ,286,110,109,67,S
3S1A,2974,880,1507,587,  
3S4F,596,222,217,157,H
3SC1,281,112,106,63, 
3SDJ,5876,2447,2188,1241,S SS SSBSSBSSBSSBSS SS SS SS SS SSBSS SSBS
3SDM,2933,1295,1009,629,S SS SS SS SS SS SS S
3SHV,395,138,158,99,  
3SMK,235,181,24,30, 
3SML,243,186,29,28, 
3SMM,244,186,31,27, 
3SMN,244,185,31,28, 
3SMO,243,186,25,32, 
3SP5,243,188,26,29, 
3SPR,244,184,32,28, 
3SQD,434,185,139,110,  
3SXV,596,222,212,162,H
3SZM,1577,560,600,417,        
3T1N,392,142,150,100,  
3T7K,485,160,189,136,  
3T9I,275,109,111,55,H
3TGY,596,217,222,157,H
3TMP,974,387,380,207,T T T T 
3TNP,1220,398,529,293,      
3TNQ,607,189,263,155,    
3TPE,425,163,164,98,S
3TPV,425,155,182,88,T
3TUY,734,453,162,119, 
3U3Z,195,72,74,49,  
3UAL,240,194,19,27, 
3UAT,294,92,127,75,H
3UBA,596,221,211,164,H
3UBW,239,193,20,26,H 
3UEO,772,258,304,210,S   
3UIM,299,104,114,81,  SE  
3ULZ,299,98,122,79,  SE  
3UX0,237,188,21,28,H 
3UZD,242,189,19,34,S
3V6Q,596,224,214,158,H
3V7D,1196,290,685,221,  
3VQH,369,136,135,98,H  
3W8K,350,142,147,61,G
3WDZ,298,3,217,78,T
3WP0,198,84,75,39,H
3WP1,194,83,69,42,H
3X2U,361,130,137,94,   
3X2V,356,132,130,94,   
3X2W,361,134,134,93,   
3ZI7,568,184,264,120,EHGTHHEHHEHGTHHEHH
3ZKF,584,195,296,93,EEEEEE
3ZO1,362,134,135,93,   
3ZO2,364,134,136,94,H   
3ZO3,360,131,136,93,   
3ZO4,359,128,134,97,  
3ZTB,230,97,86,47,HH
4A06,284,115,107,62, 
4A07,284,113,108,63,  
4A7C,275,110,110,55,H
4AE6,648,242,253,153,    
4AE9,652,248,246,158,      
4APP,293,120,114,59, 
4AW0,286,114,110,62,  
4AW1,286,113,108,65, 
4AXA,359,130,137,92,  
4AZE,1065,372,463,230, S S S            
4AZF,409,141,168,100, ST
4BAG,568,183,267,118,EHGTHHEHHEHGTHHEHH
4BG6,476,371,47,58,  
4BH6,2772,152,1960,660,    
4BJU,1092,462,433,197,TT
4BPG,161,90,35,36,HH
4BZN,274,108,111,55,H
4BZO,274,109,110,55,H
4C0O,2001,1385,369,247,      
4C0S,896,191,518,187,    
4C0T,292,105,114,73,S
4C33,358,131,133,94,   
4C34,361,137,132,92,    
4C35,361,136,132,93,    
4C36,359,131,137,91,   
4C37,360,128,137,95,   
4C38,358,128,137,93,   
4CFE,1768,542,843,383,   S
4CFF,1801,531,868,402, S S
4CKT,280,70,122,88,H HEH HETT
4CRS,336,116,132,88,   
4CSE,242,56,101,85,G 
4CT1,285,114,108,63, 
4CT2,280,108,105,67, 
4DAT,231,179,20,32, 
4DAU,231,182,20,29, 
4DFX,372,140,138,94,   
4DFY,630,260,215,155,  
4DFZ,372,137,142,93,   
4DG0,363,131,136,96,   
4DG2,372,136,145,91,   
4DG3,358,129,134,95,  
4DH1,358,130,133,95,   
4DH3,358,128,133,97,   
4DH5,358,128,134,96,   
4DH7,358,128,133,97,   
4DH8,358,128,132,98,   
4DIN,690,205,293,192,  
4EUU,618,226,251,141,  
4FIE,606,230,241,135,  
4FIF,605,250,218,137,  
4FIG,588,243,226,119, S
4FIH,293,123,110,60, 
4FII,300,123,113,64, 
4FIJ,293,119,113,61, 
4FJ3,465,370,33,62,  
4FL5,478,374,44,60,HH  
4H35,568,184,269,115,EHGTHHEHHEHGTHHEHH
4H3H,1022,660,208,154,T
4H3K,1019,658,215,146, S 
4HJH,937,351,428,158,TT
4HKC,239,191,23,25, 
4HPT,358,130,135,93,   
4HPU,360,131,133,96,    
4HQ6,498,180,209,109,
4I41,274,112,110,52,H
4IAA,274,106,112,56,H
4IAC,358,128,135,95,   
4IAD,359,129,133,97,    
4IAF,358,128,135,95,    
4IAI,358,128,136,94,    
4IAK,359,129,134,96,    
4IAY,358,127,138,93,    
4IAZ,359,131,134,94,    
4IB0,359,128,136,95,    
4IB1,360,130,136,94,    
4IB3,361,130,133,98,    
4ICD,415,164,164,87, 
4IE9,359,129,139,91,  
4IEA,241,187,23,31, 
4IFI,219,74,92,53, 
4IGK,441,152,170,119,  
4IHL,480,368,43,69,  
4IJ9,357,132,136,89,  
4IL8,460,173,209,78,T
4IMI,1038,655,224,159, S
4IMJ,1038,651,232,155,S
4ISW,582,191,258,133,TT
4IUG,959,153,563,243,H
4IW0,650,331,201,118, 
4J6S,998,774,89,135,    
4JAX,2829,1261,1053,515, S S  
4JDH,301,121,114,66, 
4JDI,298,117,116,65, 
4JDJ,298,117,113,68,  
4JDK,298,117,116,65,  
4JFZ,449,27,316,106, 
4JG0,449,31,309,109, 
4JIZ,182,106,42,34,S
4JLU,224,54,103,67,  
4JQI,772,29,522,221, E   EEE
4JXT,142,106,18,18,B 
4KIK,1281,672,362,247,S  
4KJD,823,302,336,185,HH
4KK4,153,77,42,34,E
4KS7,288,119,112,57, 
4KS8,288,116,112,60, 
4KSZ,596,223,213,160,H
4KXF,7179,3303,2343,1533, H   S 
4L1J,385,271,62,52,HHHHTHH HHHHTHH
4L67,312,110,122,80, 
4L7E,381,266,61,54,HHHHTHH HHHHTHH
4L7W,189,134,30,25,HHHHTHH
4LJJ,596,224,216,156,H
4M69,555,228,202,125, HH
4MED,274,112,108,54,H
4MSF,596,223,214,159,H
4N6Y,275,106,114,55,H
4N6Z,274,109,112,53,H
4N70,276,109,111,56,H
4N7A,596,224,214,158,H
4NCT,1359,496,573,290,SSSSS
4NJB,596,222,214,160,H
4NJD,292,111,124,57, 
4NM3,382,135,149,98, 
4NM7,385,131,153,101, 
4NNX,385,72,238,75,S
4NO2,388,78,236,74, 
4NO3,385,74,236,75,S
4NT3,596,209,224,163,H
4NTS,688,252,266,170,    
4NTT,684,236,273,175,    
4NU1,381,134,146,101, 
4O0M,1477,428,768,281,TTTTGG
4O0V,292,110,123,59,S
4O0X,292,116,116,60, 
4O0Y,292,117,117,58, 
4O21,358,128,136,94,    
4O22,361,134,136,91,   
4O46,1486,1170,129,187,       HHHHHHHHHHHHHHHHHH  HHHHHHH  HHHHHHHH  HHHHHHHHHHH 
4O6L,522,189,212,121,   
4OEK,596,226,211,159,H
4OH4,636,270,212,154,SESSSES 
4OTD,337,121,130,86,  
4OTG,326,115,121,90,  
4OTH,308,110,121,77, 
4OTI,306,113,119,74, 
4PEP,327,50,218,59,E
4PNX,596,213,221,162,H
4PSI,276,54,130,92,EHEESEHEESTT
4PU3,1000,399,367,234,T 
4PU4,991,402,363,226,S 
4PZ6,763,192,395,176,    
4Q5J,632,252,226,154,GHH  TETSESSHHHH HH  TETSES HHHH
4Q94,285,211,36,38,  
4Q9A,439,203,144,92,HHTHHHHHTHHH
4Q9Z,645,248,239,158,   
4QJQ,596,228,204,164,H
4QPM,665,259,265,141,SS
4R10,582,407,108,67, 
4R11,1712,1198,301,213,      
4RA4,322,122,112,88,   
4RA5,650,252,234,164,    
4RBL,274,109,107,58,H
4RC2,274,109,109,56,H
4RC3,274,112,106,56,H
4RC4,274,107,112,55,T
4RER,948,270,444,234,  
4RGW,534,162,247,125,  
4RMZ,577,239,210,128,  S S
4RQK,287,113,107,67, 
4RQV,290,116,106,68, 
4RRV,295,113,113,69, 
4U4A,672,210,276,186,   
4UJ1,359,128,140,91,  
4UJ2,359,133,133,93,  
4UJ9,363,134,137,92, 
4UJA,360,133,132,95,  
4UJB,369,134,138,97,H  
4W5A,409,116,177,116,S TTTT
4WB5,360,130,132,98,   
4WB6,724,269,263,192,  H  
4WB7,854,362,284,208,      
4WB8,359,131,131,97,   
4WBB,609,196,260,153,    
4WIH,370,138,130,102,H  
4WJN,97,18,46,33,   
4WJP,183,36,96,51,   
4WRQ,469,362,54,53,  
4WZP,597,145,310,142,        
4X3F,838,337,298,203,HTHEHH
4X6Q,610,202,261,147,   
4X6R,642,225,268,149,   
4X8N,189,4,136,49,T
4XBR,318,127,123,68, 
4XBU,308,122,120,66, 
4XHK,272,110,104,58,H
4XS2,1128,466,394,268,  S  S  S  S
4XW4,359,129,133,97,   
4XW5,359,129,136,94,   
4XW6,359,129,133,97,   
4XX9,290,115,106,69, 
4Y18,1785,615,687,483,                
4Y2G,223,78,86,59, 
4Y32,489,364,54,71,  
4Y3B,484,369,47,68,  
4Y55,596,220,208,168,H
4Y5I,476,371,42,63,  
4Y73,1176,487,437,252,  S  S  S  S
4YJ4,168,128,20,20,H
4YK9,330,253,34,43,H H 
4YMJ,555,235,181,139,GG
4YO6,1141,466,426,249,  S  S  S  S
4YOO,366,220,69,77,H
4YOS,358,220,65,73, 
4YP8,1141,469,424,248,  S  S  S  S
4YXR,358,128,140,90,  
4YXS,359,130,138,91,  
4YZC,779,323,295,161,S TB T
4Z83,358,129,141,88,  
4Z84,358,129,136,93,  
4ZHX,1824,583,837,404, S S
4ZPZ,147,36,81,30,  
4ZQ0,955,751,105,99,    
4ZTL,1125,451,417,257,  S  S  S  S
4ZTM,1138,458,419,261,  S  S  S  S
4ZTN,1144,471,420,253,  S  S  S  S
5ACK,288,117,105,66, 
5AP1,275,99,109,67, SS 
5B72,596,226,212,158,H
5BMN,449,178,187,84,T
5BMP,450,175,192,83,T
5BMS,292,116,120,56,S
5BTV,235,188,21,26,H 
5BX6,368,134,138,96,H  
5BX7,368,133,137,98,S  
5CAW,770,142,399,229,  
5D2D,480,371,42,67,  
5D3E,1444,1134,147,163,      
5D3F,469,370,36,63,S 
5DMG,1292,68,885,339,   
5DMZ,684,267,272,145,TT
5DWR,275,104,115,56,H
5E2V,437,30,304,103,  
5E2W,436,27,307,102,  B
5E50,238,0,160,78,    
5ECG,847,182,415,250,  
5EM9,104,13,68,23, 
5EMA,105,13,68,24,E
5EMB,105,12,71,22,E
5EWZ,476,361,55,60,  
5EZV,1873,625,853,395, E  
5F9E,633,245,231,157,   
5FC2,497,229,157,111, 
5FM2,279,109,103,67,TS  
5FM3,282,105,106,71,T   
5FUR,2266,973,890,403,  
5FWK,1614,681,608,325,T
5FWL,1826,793,667,366,T
5FWM,1826,802,657,367,T
5FWP,1742,788,620,334,T
5FXM,284,93,131,60,EHGTHHEHH
5GH0,596,222,214,160,H
5GLS,596,229,210,157,H
5GMV,260,90,105,65,  
5HF3,244,182,23,39,H 
5HKM,275,112,101,62, 
5HNG,283,113,105,65, 
5HO7,283,108,109,66, 
5HO8,281,113,104,64, 
5HVK,925,321,391,213,   
5I0B,290,111,123,56, 
5I6E,690,304,264,122, 
5IEH,386,75,232,79,S
5IIS,275,108,113,54,H
5IL0,497,126,229,142, 
5IL1,490,129,221,140, 
5IL2,490,128,223,139, 
5ISO,1854,624,812,418,  
5IZF,343,126,129,88,    
5IZJ,668,259,240,169,         
5J5X,349,126,133,90,       
5JEJ,507,117,255,135,T 
5JEK,502,119,257,126,  
5JEL,250,67,128,55,HH 
5JEO,246,59,125,62, 
5JN5,1119,403,514,202,TT
5JR7,1213,403,520,290,      
5K6S,337,225,55,57, 
5K72,1118,457,406,255, S S S
5K75,1132,466,404,262, S S S S
5K76,564,232,199,133, S S
5K7G,1137,460,423,254, S S S
5K7I,556,224,202,130, S S
5K9P,77,18,41,18,T
5KL0,449,177,190,82,T
5KSH,891,283,389,219,HH
5KX7,531,220,187,124,  S  S
5KX8,1141,465,421,255,  S  S  S  S
5LCP,375,147,131,97,H  
5LCQ,373,148,133,92,H  
5LCR,374,147,131,96,H  
5LCT,375,147,132,96,H  
5LCU,375,151,129,95,H  
5LI1,357,128,133,96, T 
5LPB,287,121,107,59,SESS
5LPV,288,111,115,62,SES
5LPW,287,116,108,63,SESS
5LPY,288,122,107,59,SES 
5LPZ,289,107,118,64,SES
5LTW,2036,1149,525,362,      
5LU1,953,755,67,131,    
5LU2,478,378,40,60,  
5LVL,287,115,106,66, 
5LVM,284,115,108,61, 
5LVN,285,114,109,62, 
5LVO,287,118,105,64, 
5LVP,1142,453,423,266,        
5LX2,243,197,22,24, 
5LXI,255,77,108,70,  
5M0B,374,148,134,92,H  
5M0C,359,132,132,95,  
5M0L,360,134,129,97,  
5M0U,372,148,127,97,H  
5M35,475,358,46,71,HH  
5M36,476,368,35,73,HHSS
5M37,494,370,54,70,S 
5M3H,2205,923,815,467, S
5M3J,2195,947,808,440, 
5M6V,375,148,132,95,H  
5M6Y,375,147,133,95,H  
5M71,375,150,130,95,H  
5M75,374,149,129,96,H  
5M9D,156,102,29,25,   S
5MHI,367,138,131,98,H  
5MRD,285,116,108,61, 
5MRW,4347,2474,1113,760,   
5MY9,242,184,32,26, 
5MYC,250,191,29,30, 
5N1D,372,147,130,95,H  
5N1E,366,135,133,98,H  
5N1F,341,130,128,83,   
5N1G,341,127,132,82,   
5N1H,341,128,131,82,   
5N1K,362,128,132,102,H  
5N1L,367,135,135,97,H   
5N1M,368,136,132,100,H   
5N1N,368,134,134,100,H   
5N1O,357,131,125,101,H   
5N23,360,136,131,93,H   
5N2W,464,86,240,138, 
5N32,369,131,129,109,H  
5N33,367,136,135,96,H   
5N36,368,136,132,100,H   
5N37,367,131,134,102,H   
5N38,461,87,244,130, 
5N39,367,138,130,99,H   
5N3A,368,135,133,100,H   
5N3B,362,132,132,98,H   
5N3C,368,134,135,99,H   
5N3D,367,136,129,102,H   
5N3E,369,137,132,100,H   
5N3F,338,126,118,94,H  
5N3G,341,129,130,82,   
5N3H,341,128,131,82,   
5N3I,341,128,131,82,   
5N3J,341,129,130,82,   
5N3K,341,130,129,82,   
5N3L,341,129,130,82,   
5N3M,341,128,130,83,   
5N3N,341,129,130,82,   
5N3O,339,128,130,81,   
5N3P,340,128,131,81,   
5N3Q,340,127,132,81,   
