#Frame    overall[UU] modiaccept[UU] modidonor[UU] modiaccept2[UU] modidonor2[UU]
       1           42              0             0               0              1
       2           43              0             0               0              1
       3           42              0             0               0              1
       4           41              0             0               0              0
       5           40              0             0               0              1
       6           40              0             0               0              1
       7           37              0             0               0              1
       8           30              0             0               0              0
       9           38              0             0               0              1
      10           35              0             0               0              1
      11           31              0             0               0              1
      12           36              0             0               0              1
      13           33              0             0               0              0
      14           42              0             1               1              0
      15           39              0             0               0              0
      16           38              0             0               0              1
      17           27              0             0               0              1
      18           37              0             0               1              1
      19           28              0             0               0              1
      20           28              0             0               0              1
      21           27              0             0               0              1
      22           36              0             0               0              0
      23           34              0             0               0              1
      24           29              0             0               0              0
      25           32              0             0               0              0
      26           34              0             0               0              1
      27           29              0             0               0              1
      28           36              0             0               0              0
      29           34              0             0               0              1
      30           38              0             0               0              1
      31           35              0             0               0              1
      32           31              0             0               0              1
      33           32              0             0               0              0
      34           34              0             0               0              0
      35           41              0             0               1              1
      36           34              0             0               1              1
      37           35              0             0               0              1
      38           31              0             0               0              1
      39           37              0             0               0              1
      40           24              0             0               0              0
      41           31              0             0               0              1
      42           38              0             0               0              0
      43           33              0             0               0              0
      44           33              0             0               0              0
      45           36              0             0               0              1
      46           31              0             0               0              1
      47           35              0             0               0              1
      48           47              0             0               0              2
      49           28              0             0               1              0
      50           29              0             0               1              0
      51           43              0             0               0              1
      52           39              0             0               0              0
      53           28              0             0               1              1
      54           46              0             0               1              0
      55           37              0             0               0              0
      56           39              0             0               0              1
      57           29              0             0               0              1
      58           39              0             0               0              0
      59           33              0             0               0              1
      60           36              0             0               0              0
      61           29              0             0               0              1
      62           35              0             0               0              0
      63           37              0             0               0              0
      64           38              0             0               0              0
      65           42              0             0               0              0
      66           36              0             0               0              0
      67           45              0             0               1              0
      68           37              0             0               0              0
      69           43              0             0               0              1
      70           40              0             0               0              0
      71           40              0             0               0              1
      72           42              0             0               0              1
      73           40              0             0               0              0
      74           43              0             0               0              1
      75           46              0             0               0              0
      76           37              0             0               0              0
      77           37              0             0               0              0
      78           43              0             0               0              1
      79           39              0             0               1              0
      80           46              0             0               0              0
      81           43              0             0               0              0
      82           39              0             0               0              0
      83           40              0             0               1              0
      84           36              0             0               0              0
      85           36              0             0               0              0
      86           36              0             0               0              0
      87           30              0             0               0              1
      88           36              0             1               0              1
      89           38              0             0               0              0
