#Frame    overall[UU] modiaccept[UU] modidonor[UU]
       1            9              0             0
       2            6              0             0
       3            8              0             0
       4           10              0             0
       5            5              0             0
       6            6              0             0
       7            7              0             0
       8            6              0             0
       9            9              0             0
      10            8              0             0
      11            7              0             1
      12            5              0             0
      13            5              0             0
      14            4              0             0
      15            4              0             0
      16            6              0             0
      17            6              0             0
      18            6              0             0
      19            6              0             0
      20            6              0             0
      21            5              0             1
      22            7              0             0
      23            6              0             1
      24            6              0             0
      25            6              0             1
      26            5              0             1
      27            5              0             1
      28            8              0             1
      29            7              0             1
      30            8              0             1
      31            7              0             0
      32            7              0             1
      33            4              0             1
      34            7              0             1
      35            6              0             1
      36            5              0             1
      37            7              0             1
      38            4              0             1
      39            5              0             1
      40            3              0             1
      41            2              0             0
      42            6              0             1
      43            5              0             1
      44            5              0             0
      45            3              0             1
      46            6              0             1
      47            4              0             0
      48            4              0             0
      49            3              0             0
      50            4              0             1
      51            7              0             0
      52            4              0             1
      53            6              0             1
      54            5              0             1
      55            3              0             0
      56            3              0             0
      57            3              0             1
      58            4              0             1
      59            8              0             1
      60            4              0             1
      61            3              0             0
      62            3              0             0
      63            3              0             1
      64            5              0             1
      65            5              0             1
      66            5              0             1
      67            2              0             0
      68            4              0             1
      69            6              0             0
      70            6              0             1
      71            5              0             1
      72            5              0             0
      73            6              0             0
      74            5              1             1
      75            9              1             0
      76           10              1             0
      77            5              1             0
      78            9              1             1
      79            7              1             1
      80            8              0             0
      81            8              1             1
      82            6              0             1
      83            9              1             0
      84            6              1             1
      85            7              2             0
      86            3              1             0
      87            5              1             0
      88            8              1             1
      89            7              2             1
      90            7              1             1
      91            3              1             0
      92            8              1             1
      93            6              1             1
      94            4              1             0
      95            6              1             0
      96            5              1             1
      97            4              0             0
      98            8              1             1
      99            6              1             0
     100            7              1             0
     101            5              1             0
     102            7              1             1
     103            5              1             0
     104            4              1             0
     105            6              0             1
     106            6              1             0
     107            3              0             0
     108            7              1             0
     109            6              1             1
     110            8              1             1
     111            8              1             0
     112            7              1             0
     113            4              1             0
     114            3              1             0
     115            5              1             1
     116            3              1             0
     117            5              1             1
     118            5              1             0
     119            5              1             0
     120           10              1             1
     121            8              1             1
     122            4              1             0
     123            5              1             1
     124            7              1             1
     125            7              1             1
     126            6              1             0
     127            8              1             0
     128            7              1             0
     129            7              1             0
     130            6              1             0
     131            5              1             0
     132            7              1             1
     133            5              1             1
     134            8              1             1
     135           10              1             1
     136            6              0             0
