#Frame    overall[UU] modiaccept[UU] modidonor[UU]
       1            3              1             0
       2            5              1             0
       3            6              1             1
       4            5              1             0
       5            3              0             0
       6            2              1             0
       7            4              0             0
       8            2              0             0
       9            3              0             1
      10            4              0             0
      11            6              1             0
      12            5              1             0
      13            4              1             0
      14            3              0             0
      15            6              1             0
      16            5              1             1
      17            2              1             0
      18            5              1             0
      19            5              1             0
      20            4              1             0
      21            5              1             0
      22            5              1             0
      23            5              1             0
      24            4              1             0
      25            5              1             0
      26            7              1             0
      27            3              0             0
      28            3              0             0
      29            6              1             0
      30            5              1             0
      31            6              1             0
      32            2              1             0
      33            5              1             0
      34            4              0             0
      35            4              1             0
      36            2              0             0
      37            3              0             0
      38            1              1             0
      39            2              1             0
      40            3              1             0
      41            3              0             0
      42            6              1             1
      43            6              1             0
      44            4              1             0
      45            6              1             0
      46            4              0             0
      47            4              1             0
      48            4              1             0
      49            3              1             0
      50            4              0             0
      51            5              1             0
      52            4              1             0
      53            1              0             0
      54            7              0             1
      55            4              1             0
      56            3              1             0
      57            6              1             1
      58            7              1             1
      59            3              0             0
      60            4              1             0
      61            2              1             0
      62            5              1             0
      63            3              0             0
      64            6              0             0
      65            4              0             0
      66            5              0             0
      67            6              0             0
      68            5              0             0
      69            5              0             0
      70            5              0             0
      71            5              0             0
      72            4              0             0
      73            7              0             0
      74            1              0             0
      75            3              0             0
      76            5              0             1
      77            5              0             0
      78            5              0             0
      79            3              0             0
      80            6              0             1
      81            3              0             0
      82            3              0             0
      83            2              0             0
      84            4              0             0
      85            4              0             0
      86            3              0             0
      87            3              0             0
      88            5              0             0
      89            5              0             0
      90            3              0             0
      91            1              0             0
      92            7              0             1
      93            5              0             0
      94            7              0             1
      95            4              0             0
      96            6              0             0
      97            5              0             1
      98            2              0             1
      99            1              0             0
     100            1              0             0
     101            5              0             0
     102            4              0             0
     103            2              0             0
     104            4              0             1
     105            3              0             0
     106            2              0             0
     107            4              0             0
     108            3              0             0
     109            4              0             0
     110            4              0             1
     111            0              0             0
     112            2              0             1
     113            6              0             0
     114            5              0             0
     115            1              0             0
     116            1              0             0
     117            5              0             0
     118            5              0             0
     119            3              0             1
     120            3              0             0
     121            3              0             0
     122            5              0             0
     123            5              0             1
     124            2              0             0
     125            6              0             1
     126            5              0             0
     127            7              0             0
     128            6              0             1
     129            2              0             0
     130            4              0             0
     131            4              0             1
     132            6              0             1
     133            7              0             1
     134            5              0             1
     135            4              0             0
     136            4              0             0
     137            3              0             0
     138            5              0             0
     139            3              0             1
     140            3              0             0
     141            2              0             0
     142            5              0             1
     143            4              0             1
     144            6              0             1
     145            6              0             0
     146            2              0             0
     147            6              0             1
     148            4              0             0
     149            4              0             0
     150            9              0             0
     151            9              0             1
     152            4              0             0
     153            4              0             0
     154            7              0             0
     155            6              0             0
     156            3              0             0
     157            6              0             1
     158            4              0             1
     159            3              0             0
     160            4              0             0
     161            7              0             1
     162            6              0             1
     163            3              0             0
     164            4              0             0
     165            6              0             1
     166            4              0             1
     167            3              0             0
     168            3              0             0
     169            2              0             0
     170            6              0             1
     171            4              0             0
     172            6              0             0
     173            5              0             0
     174            4              0             1
     175            7              1             1
     176            5              0             0
     177            5              1             0
     178            3              0             0
     179            4              0             0
     180            4              0             1
     181            6              0             0
     182            4              0             1
     183            5              0             0
     184            6              0             1
     185            5              0             1
     186            4              0             0
     187            7              0             1
     188            5              0             0
     189            5              0             1
     190            6              0             0
     191            3              0             1
     192            4              0             1
     193            6              0             1
     194            5              0             0
     195            3              0             0
     196            8              0             0
     197            5              0             0
     198            5              0             1
     199            3              0             0
     200            4              0             0
     201            8              0             1
     202            5              0             1
     203            5              0             0
     204            3              0             0
     205            2              0             0
     206            6              0             0
     207            5              0             0
     208            2              0             0
     209            3              0             1
     210            6              0             1
     211            5              0             0
     212            6              0             0
     213            5              0             1
     214            3              0             0
     215            5              0             0
     216            3              0             0
     217            2              0             0
     218            5              0             0
     219            9              0             1
     220            4              0             0
     221            4              0             0
     222            5              0             1
     223            3              0             0
     224            6              0             0
     225            6              0             1
     226            4              0             0
     227            6              0             0
     228            4              0             1
     229            4              0             0
     230            7              0             0
     231            7              0             1
     232            5              0             0
     233            5              0             0
     234            3              0             1
     235            5              0             1
     236            5              0             1
     237            5              0             0
     238            5              0             0
     239            2              0             0
     240            7              0             1
     241            5              0             1
     242            3              0             0
     243            2              0             0
     244            2              0             0
     245            7              0             1
     246            1              0             0
     247            4              0             1
     248            1              0             0
     249            3              0             0
     250            4              1             0
     251            2              0             0
     252            1              0             0
     253            2              0             0
     254            3              0             1
     255            3              0             1
     256            2              0             0
     257            6              0             0
     258            5              0             0
     259            4              0             1
     260            3              0             0
     261            6              0             0
     262            4              0             0
     263            1              0             0
     264            4              0             1
     265            2              0             0
     266            3              0             1
     267            2              0             0
     268            6              0             1
     269            5              0             0
     270            2              0             0
     271            3              0             1
     272            2              0             0
     273            2              0             0
     274            1              0             0
     275            5              0             0
     276            4              0             0
     277            3              0             0
     278            3              0             0
     279            4              0             0
     280            2              0             0
     281            5              0             0
     282            4              0             1
     283            1              0             0
     284            4              0             1
     285            2              0             0
     286            2              0             0
     287            6              1             1
     288            6              0             0
     289            6              1             1
