#Frame             d1           d2
     691       9.3901      11.4587
     692      10.4773      10.6216
     693       8.9532       9.8154
     694      11.1751       9.5026
     695      10.1666      10.3983
     696       9.0183      10.7254
     697       9.1155       9.7900
     698       7.6470      11.4767
     699       9.6383      11.2083
     700       8.1314      10.7546
     701       8.2523      11.0454
     702       8.9006      11.2219
     703       9.6689      11.5896
     704       9.3734      11.7517
     705       7.9930      11.2755
     706       8.0814      10.9572
     707      10.5310      11.4198
     708       9.0386      11.6089
     709       9.2949      11.7176
     710       9.0311      11.2769
     711       7.3823      11.2763
     712       7.6816      12.2428
     713       8.8603      11.4475
     714       9.4822      10.6761
     715       9.4222      11.5317
     716      10.0183      11.2922
     717      12.0959      10.9361
     718      12.8090      10.7876
     719       8.9672      11.7070
     720       8.6704      11.9043
     721      11.1045      11.7569
     722       9.3444      11.6524
     723       9.1371      11.7933
     724       8.5172      10.9066
     725       8.5917      11.1350
     726       9.1470      11.4945
     727       9.7567      11.3546
     728      10.3511      11.1426
     729       8.5932      11.3626
     730       7.9437      11.5535
     731       8.1671      11.0895
     732       7.2048      11.0404
     733       7.9958      11.8044
     734       8.4383      11.0687
     735       7.7258      10.2652
     736       7.8406       8.0562
     737       9.4555       8.5215
     738      10.1786       8.9649
     739      10.5498      10.3672
     740      11.2498      11.5853
     741       9.6341      11.0632
     742       8.8133      12.0159
     743      10.1628      12.0373
     744      10.9027      11.4280
     745       9.9075       9.9789
     746       9.1681      10.5638
     747       8.4184      11.8091
     748       8.1842      10.4200
     749      10.0958      10.6765
     750      10.7760      11.3966
     751       9.6214      10.3094
     752       8.1047      10.9485
     753      10.7122      10.2738
     754      10.6393       9.7012
     755      12.3581      10.1435
     756      11.7370       9.7664
     757      11.0134       9.4091
     758       9.6844       8.6944
     759      11.3715      10.1484
     760      10.4259      10.0690
     761      11.6120      10.5906
     762      12.9254       8.8436
     763      12.1119       9.2653
     764      10.8776       9.6721
     765      13.5776       9.8074
     766      13.6152       9.1422
     767      11.1398       9.2763
     768      11.2617       9.0450
     769      10.7227      10.4004
     770      10.5366      10.1561
     771      10.0925      10.3259
     772      10.7981      10.7598
     773      12.3617       9.5248
     774      11.3670      10.8729
     775       8.2314       9.4426
     776      10.9360       8.4333
     777      11.1629       8.5058
     778      12.3145       8.8208
     779      13.5496       9.9365
     780      12.6108       9.9284
     781      12.3309      10.2693
     782      11.7772      10.8000
     783       8.2757      10.9459
     784       9.6534      11.0669
     785       9.4501      10.9782
     786       9.5055      10.6970
     787       8.9483      10.1936
     788       9.6237      10.0302
     789      10.7823      10.0020
     790       7.3017      11.6822
     791       7.3910      10.5103
     792       8.9215      11.3027
     793       8.9076      11.6855
     794       8.7737      11.0179
     795       8.0743      12.6358
     796       7.1208      11.8806
     797       8.1879      11.2469
     798      10.7904      10.7645
     799      10.6521      12.1091
     800      10.4265      12.1590
     801       9.3559      10.6622
     802      10.9462      10.4377
     803       8.0663      10.4003
     804       9.1290       9.7702
     805       6.8700      10.6344
     806       5.2251      10.6110
     807       7.5273      10.3859
     808       6.3616      11.1907
     809       5.8220      11.1207
     810       5.9455      11.2028
     811       5.9546      10.7221
     812       6.2607       9.5474
     813       7.1979       9.6120
     814       7.7964       9.5862
     815       5.5053      10.4441
     816       6.9543       9.1691
     817       6.1435       9.6836
     818       6.0877      10.2636
     819       8.7331      10.7221
     820       6.8739       9.6058
     821       6.4573      10.8507
     822       6.3927      10.2257
     823       6.0503      10.1384
     824       7.1128      10.4673
     825       6.6424      10.3389
     826       6.7430      10.4247
     827       8.1472       8.7466
     828       8.0467       8.8055
     829       6.2167       9.7148
     830       5.7847      10.2036
     831       6.7940      10.3531
     832       6.6438      10.8985
     833       5.2145       9.8359
     834       7.9483      10.0517
     835      11.1028      10.9435
     836      11.1276      11.7342
     837      10.7858      11.7452
     838      11.4077      11.2478
     839       9.2317      12.0977
     840       9.4399      12.3319
     841       8.3583      11.8364
     842       8.8318      10.9074
     843       8.5320      11.1700
     844       7.3810      11.5864
     845       8.1109      10.8129
     846       8.3176      11.8136
     847       7.9947      10.9458
     848       9.2719      11.8946
     849      10.4561      12.4511
     850      10.5106      12.1995
     851      10.6579      12.7110
     852      11.1649      11.9349
     853      12.0221      11.1633
     854      10.4528      11.2464
     855       9.9913      11.4030
     856       8.7494      11.6931
     857       8.2169      12.3675
     858      10.1348      12.9392
     859       9.4155      10.9854
     860      10.1932      11.3014
     861      10.3619      10.5896
     862      12.1488      10.2136
     863      13.1665      10.2535
     864      11.8013      10.5942
     865      13.0673      10.7453
     866      13.3802      11.0448
     867      12.9249      11.7883
     868      11.6041       9.8514
     869      12.7216      10.2132
     870      11.0877      10.4610
     871       9.5713      10.9860
     872      11.2622       9.4044
     873       8.9156       9.5639
     874      10.6864      10.7245
     875      10.9906      10.0695
     876      10.8415      10.8254
     877      10.0930      10.9805
     878      10.7348      10.8978
     879      12.3561      11.5095
     880      11.1173      11.8515
     881      10.7966      11.4254
     882      12.2967      11.6903
     883       9.8418      11.9057
     884      10.2919      10.9695
     885      10.6600      10.7875
     886      11.4479      11.6712
     887       9.9550      11.6579
     888      12.0008      12.0505
     889      10.1295      12.5130
     890      10.5489      12.6194
     891       9.5761      11.9219
     892      11.0759      12.6253
     893       9.9577      11.7547
     894       9.6901      11.7485
     895       9.2973      11.8836
     896       9.4415      10.4931
     897      12.0557      10.3574
     898      12.1671      10.5928
     899      11.6522       9.8714
     900      11.9846      10.5957
     901      13.0219       9.6297
     902      11.6756      10.0824
     903      12.9357       9.8219
     904      13.3869       8.1502
     905      13.2561       9.0783
     906      12.6594       8.9780
     907      13.9872       8.2410
     908      14.0536       8.8437
     909      13.9461       8.1429
     910      14.5010       8.4634
     911      12.8094       8.5989
     912      11.9877       8.7103
     913      11.6903       9.8020
     914      10.7025       8.6831
     915      10.7022       8.8409
     916       9.1167       8.5937
     917       7.7367       8.7467
     918       7.3492       9.8578
     919       7.8733       8.9403
     920       7.0515       9.4373
     921       6.5705       9.7362
     922       9.6078       9.6950
     923      10.0553       9.3592
     924      10.9019       9.4376
     925      11.9047       9.5650
     926      12.3294       9.4452
     927      13.1507       9.7255
     928      12.3006       9.2655
     929      12.0748       9.1961
     930      13.1006       9.1882
     931      11.9730       9.6987
     932      13.2109       7.6037
     933      13.1418       9.0624
     934      13.3267       9.6359
     935      12.7594       8.1648
     936      13.6616       8.5016
     937      14.3002       8.9111
     938      14.2820       8.9105
     939      13.1230       8.8039
     940      13.5192       9.2470
     941      12.4416       8.4625
     942      11.6699       8.8985
     943      12.4823       8.4571
     944      10.8834       9.2876
     945      11.8354       9.2680
     946      10.8257       9.6114
     947      12.3904       9.6508
     948      11.8013       9.2963
     949      11.6819       8.6575
     950      12.3498      10.2819
     951      12.6835       9.2227
     952      12.8086       8.7890
     953      13.6677       9.1706
     954      12.8942       9.0577
     955      13.4924       9.9438
     956      11.2017      10.3344
     957      12.3123      10.3301
     958      14.0931      10.1594
     959      14.4820      10.5698
     960      15.1924      10.4841
     961      14.6235      10.1406
     962      15.0014      10.2636
     963      14.9088      10.6591
     964      15.8267       9.7760
     965      15.1312       9.4411
     966      13.6978      10.2107
     967      14.8076       9.5236
     968      12.2629       9.5945
     969      11.5699       9.7247
     970      14.5937      10.1639
     971      13.8302      10.3891
     972      14.2990      10.2461
     973      14.4769      10.9522
     974      13.3693      10.9216
     975      13.0605      10.3413
     976      14.0370      10.8917
     977      12.7789      10.2099
     978      12.3029       9.6087
     979      12.1594      11.1375
     980      10.8794      11.0740
     981      12.3471      11.3179
     982      12.8617      11.0272
     983      13.4559      11.0909
     984      12.9836      10.7404
     985      13.8980      10.5887
     986      12.7992       9.9113
     987      14.1220      10.1081
     988      12.1158      10.1307
     989      11.7473      10.4730
     990      13.5493      11.5123
     991      13.8777      11.5184
     992      11.9828      11.0840
     993      12.9408      10.6903
     994       9.7850      10.1913
     995      12.4288       8.9867
     996      10.9008      10.9912
     997      10.3612      10.6994
     998      11.8680       9.8517
     999      10.6000      10.3435
    1000      12.8311       9.4383
    1001      11.2383      10.2343
    1002      13.8727       9.3682
    1003      13.5715      10.9273
    1004      14.2572      10.6400
    1005      13.9858      10.6024
    1006      13.1027      11.2988
    1007      13.2680      10.6752
    1008      13.1133      10.5428
    1009      11.9983      10.8441
    1010      11.4349      10.3065
    1011      11.2804       9.6150
    1012      10.4733      10.0746
    1013      10.9921       9.9296
    1014      11.5630       9.4775
    1015       9.8379       9.6489
    1016      11.5927       9.5580
    1017      10.0613       9.6549
    1018       9.7738      10.4644
    1019      11.2537      10.1995
    1020      11.5121       9.2441
    1021      12.3282       8.6520
    1022      12.1491       9.7815
    1023      10.2111      10.4998
    1024      11.5691       8.9591
    1025      12.0919       8.1612
    1026      11.8851       9.2808
    1027      12.8847       9.0287
    1028      14.4804       8.3780
    1029      10.7293       9.1920
    1030       9.5589      10.1178
    1031      11.3725      10.8929
    1032      11.2661      10.4999
    1033      11.5017      11.0764
    1034       9.6996      10.0655
    1035      10.1882       9.5610
    1036       7.8553       8.9631
    1037      10.5629       8.6695
    1038      10.9525      10.9872
    1039       9.6465      10.3222
    1040       8.6331      10.0303
    1041      10.5791      10.2733
    1042      10.7979      10.6009
    1043      10.7686       9.4245
    1044       9.8059       9.6894
    1045       8.0028       9.8406
    1046       8.9651       9.7914
    1047       7.4566       9.6793
    1048       9.3691       9.1361
    1049      13.4512      10.1331
    1050      11.9398      11.0328
    1051      11.2580      10.9291
    1052      11.6800      10.0133
    1053      12.4343       9.9923
    1054      10.7522       9.7568
    1055       8.8221      11.1776
    1056      10.2408      10.6705
    1057       8.6807      11.2086
    1058       8.4181      10.4727
    1059       8.1712      11.6880
    1060       7.8316      10.8608
    1061       9.3497      11.5453
    1062       9.8748      12.2921
    1063       9.8692      11.1285
    1064       7.3146       9.8450
    1065       8.0277      10.6025
    1066       8.6844      11.0560
    1067       7.9935      10.9240
