#Frame             d1           d2
     455       8.5617       9.5020
     456       7.0138       9.9216
     457       7.2192       9.4022
     458       7.8912      10.7812
     459       7.1988       9.6067
     460       7.3854       9.8751
     461       7.7078       9.4612
     462       8.0416       9.7274
     463       8.1472       9.8295
     464       7.2987       9.8307
     465       8.1186      10.6547
     466       7.2606      10.8113
     467       8.3997       9.7837
     468       8.7566       9.9316
     469       8.9242       9.5695
     470       8.7934      10.3609
     471       9.0442       9.3605
     472       7.3563       9.6400
     473       9.4821      10.2399
     474       8.3884      10.8387
     475       8.5688      12.5071
     476       7.2637      12.2014
     477       9.5485      12.1247
     478       7.5291      12.0674
     479       8.3785      12.1394
     480       7.8217      12.4911
     481       9.1561      11.9596
     482       9.0102      11.8662
     483       8.4152      12.0945
     484       9.4139      12.1934
     485       8.6104      11.9397
     486       8.4459      12.2582
     487       9.9035      12.3067
     488      10.1602      11.5470
     489      10.0807      11.6948
     490      10.1037       9.9362
     491       9.2459      10.5481
     492       8.7526       8.3353
     493       7.4006       8.4698
     494       8.2024       9.2495
     495       7.2201       9.1008
     496       9.8460       8.3459
     497       9.3929       7.7549
     498       9.5158       7.8601
     499       9.1618       7.7717
     500       8.8826       8.3833
     501       9.6385       7.9434
     502       9.0904       8.9146
     503       9.6184       8.8802
     504       8.4626       9.3533
     505       8.8470      10.0777
     506       8.3537       9.5416
     507       9.0324       8.9613
     508       9.8043       9.2706
     509       9.2845       8.3402
     510       9.6876       8.7129
     511      10.0897       8.9431
     512      10.5617       8.3252
     513      10.3529       8.1043
     514      10.0494       8.8446
     515      10.2189       7.9528
     516       9.6019       8.2381
     517      10.0400       8.1006
     518      10.0277       8.5504
     519      10.0381       9.1923
     520       9.4929       9.0698
     521       8.9971       8.0453
     522       9.4188       9.2143
     523       9.7188       9.7732
     524      10.3925       9.1425
     525       9.8564       9.4732
     526       7.6933       8.9943
     527       7.8738       9.0975
     528       7.9236       8.4556
     529       8.8152       8.9427
     530       8.8958       9.2346
     531       9.2244       8.2204
     532       8.2722       8.9392
     533       7.2898       9.1769
     534       9.2094       9.2970
     535       9.3299       8.5059
     536       7.7311       9.9053
     537       7.0063       9.8837
     538       7.0304       8.8541
     539       6.5703       8.2948
     540       6.8728       8.8837
     541       6.5460       9.0515
     542       7.3505       9.3330
     543       7.5452       9.2290
     544       6.1263       9.1046
     545       7.2521       9.0640
     546       7.7804       9.3106
     547       8.6202       9.8839
     548       9.1062       8.1246
     549       8.0500       8.5617
     550       8.7651       8.0760
     551       8.2901       8.8836
     552       9.7393       9.1113
     553       9.4819       9.6923
     554       9.4300       9.5193
     555       9.8786       9.9240
     556       9.3308       9.6680
     557       9.3097      10.6034
     558       8.9957      10.2615
     559       8.6852      10.5852
     560       8.4985      11.2361
     561       8.4699      10.6968
     562       8.4177       8.8966
     563       8.9279      10.6658
     564       8.8944      10.6493
     565       9.2053      10.5333
     566       9.5915       9.2872
     567       9.2889       9.3446
     568       9.2440      10.0366
     569       8.3622       8.7576
     570       8.5582       9.1137
     571       8.9136       8.8274
     572       7.8359       7.1060
     573       9.2710       8.0888
     574       7.4730       8.3196
     575       9.0565       7.3658
     576       7.2655       7.4481
     577       8.0512       7.3671
     578       8.4516       7.3595
     579       8.2836       7.0930
     580       7.6022       7.6485
     581       8.5911       7.9768
     582       7.8657       8.2229
     583       7.8005       8.3702
     584       7.4763       7.6955
     585       6.3569       7.4549
     586       7.1456       7.6626
     587       6.1821       7.4902
     588       6.7671       7.9036
     589       5.5008       7.7134
     590       6.7558       7.8131
     591       5.9051       7.0312
     592       6.2247       7.8780
     593       5.4472       7.1593
     594       5.6197       7.4170
     595       7.1853       7.2622
     596       6.3968       7.1811
     597       8.0204       7.5214
     598       7.9337       8.0618
     599       7.4276       8.0279
     600       8.2093       8.5420
     601       7.1447       7.8221
     602       7.1328       7.8155
     603       6.5037       8.3551
     604       7.0346       7.9922
     605       6.6553       7.7600
     606       6.7067       7.6287
     607       5.8989       6.7772
     608       5.2711       6.7499
     609       6.0992       8.1112
     610       6.4313       8.2751
     611       5.4679       7.3354
     612       6.2861       7.1188
     613       5.7425       8.1064
     614       7.6047       7.3670
     615       8.4095       7.3453
     616       8.3161       7.7845
     617       8.7105       8.3408
     618       8.7161       7.9638
     619       7.9549       8.3394
     620       9.2298       8.6106
     621       9.7445       7.8239
     622       9.7474       7.3544
     623       9.6364       8.3098
     624       8.7931       7.9635
     625       9.5829       6.8719
     626       9.6194       7.4511
     627       9.4124       7.8642
     628      10.6364       8.2030
     629      10.9396       8.5042
     630       9.3910       8.7667
     631      10.4774       7.2231
     632       9.9354       6.5756
     633       9.9095       7.1679
     634      10.7404       8.2816
     635      11.2213       7.2193
     636       9.9811       7.6300
     637      10.7318       7.9706
     638      11.1777       7.4898
     639      10.5567       7.5732
     640      11.4444       8.5411
     641      10.4204       8.5965
     642       9.7462       8.2282
     643       9.5025       8.8943
     644       9.5525       8.5339
     645       9.1821       8.8495
     646       9.4003       8.4831
     647       9.4675       7.7542
     648       8.9619       8.0536
     649       8.7987       8.3666
     650       8.9533       7.5960
     651      10.4413       7.1930
     652       9.2878       8.1807
     653       9.9535       7.9438
     654       9.0063       9.7611
     655       9.4078       8.2105
     656       9.1978       8.1881
     657       9.3510       7.7137
     658       9.9293       8.0407
     659       9.2178       7.6065
     660       8.7133       9.0163
     661       8.6550       8.2479
     662       9.1316       9.9304
     663       9.1916       8.8810
     664       9.2051       8.6324
     665       9.4112       9.9731
     666       9.0739      10.0555
     667       9.8119       8.7580
     668       8.8109       8.4897
     669       8.4495       8.5686
     670      10.0224       9.0898
     671       8.6459       8.5611
     672       7.6674       8.6912
     673       7.6952       8.1351
     674       8.6753       8.1669
     675       8.5691       7.7992
     676       8.9868       6.3180
     677       9.2973       7.4572
     678       8.4350       7.5304
     679       9.1443       8.3976
     680       9.3561       8.6701
     681       9.3765       8.5647
     682      10.0909       8.8129
     683       9.6294      10.1491
     684       9.2164       8.6826
     685       7.3576       8.6240
     686       6.7872       9.1117
     687       7.5330       9.1329
     688       7.2246       8.7135
     689       7.3512       8.6630
     690       5.9879       8.7462
     691       5.4198       9.6017
     692       5.5194       9.0034
     693       5.8903       8.8232
     694       5.1317       7.9902
     695       4.8059       8.4273
     696       4.9995       8.3567
     697       4.8988       9.1597
     698       5.2761       8.6051
     699       5.9557       8.1752
     700       7.0077       8.7737
     701       5.4838       9.2124
     702       5.7370       8.6019
     703       7.9861       9.4602
     704       8.6904       8.6852
     705       8.6478       8.2114
     706       8.8042       8.5820
     707       8.7167       8.6923
     708       8.7267       8.3166
     709       9.1642       8.1648
     710       9.3097       6.9414
     711       9.1491       7.3945
     712      11.0508       7.6250
     713       9.6216       6.3086
     714      10.0711       7.7484
     715      10.5434       8.1903
     716      10.2482       8.1795
     717       9.8586       7.6924
     718      10.4533       6.7382
     719      10.5426       6.4196
     720       9.5075       8.8960
     721       9.6560       9.6876
     722       9.8078       9.0420
     723       9.3576       9.7445
     724       9.3551      10.0886
     725       9.2537       9.7624
     726       9.1973       9.7548
     727       9.0925       9.0997
     728       9.6307       9.3376
     729       9.4611       8.7474
     730       9.4694       8.5497
     731       9.9799       9.3716
     732       8.8021       9.8156
     733       9.4917       8.8358
     734       9.9580       9.4828
     735       9.2698      10.4681
     736       9.1460      11.0163
     737       9.0043      10.5641
     738       7.8809      10.1195
     739       8.8732      11.6850
     740       7.5282      10.5383
     741       9.0034      11.8296
     742       8.9734      11.6320
     743       8.9323      12.4500
     744       8.5995      12.5983
     745       8.3510      11.7483
     746       8.6445      11.7133
     747       7.7114      11.1457
     748       8.5596      11.0387
     749       9.4475      11.3847
     750       9.4383      10.5036
     751      10.0977      10.9509
     752       9.1960      10.4007
     753       9.0246       9.7941
     754       9.5244      10.3915
     755       8.2277       9.2671
     756       7.8408       9.7841
     757       8.0798       9.8313
     758       8.0400      11.1585
     759       8.2361      10.8998
     760       8.8190      10.8322
     761       9.0570      11.2965
     762       8.3971      11.3193
     763       8.9646      10.6063
     764       8.6426      10.6569
     765      10.4125      10.3973
     766       9.9911      10.1632
     767      10.7217       9.5285
     768       8.3236       9.7212
     769       8.6878      10.4544
     770       7.7990       9.3935
     771       8.7864       9.0873
     772       8.7686       9.6669
     773       8.1171       9.3246
     774       7.5816       9.6733
     775       6.8104      10.1017
     776       6.7522       9.6320
     777       7.1481       9.7080
     778       8.2678      10.3322
     779       7.3405       9.8044
     780       6.7224       9.9600
     781       7.6394       9.8142
     782       6.8317      10.5033
     783       8.3920       9.9859
     784       8.9802       9.8065
     785       7.5715       9.3142
     786       8.6135       9.4827
     787       8.0138       8.4038
     788       8.8174       8.0273
     789       8.4365       8.6793
     790       8.6503       9.7053
     791       9.1283       9.3999
     792       8.2157       8.6216
     793       7.4554       9.3264
     794       8.1119       9.2341
     795       7.7023       8.9908
     796       7.3856       9.6777
     797       9.3190       8.7405
     798       9.0905       9.5199
     799      10.0828       8.8035
     800       9.5751       8.1887
     801       8.1643       7.4671
     802       7.9775       8.3092
     803       7.8426       9.1990
     804       7.1484       9.2366
     805       7.6136      10.0605
     806       7.4993       9.3445
     807       7.1721      10.1670
     808       6.0508      10.9932
     809       6.4588      10.5252
     810       6.8110      11.0967
     811       6.8970      11.5371
     812       7.3258       9.4858
     813       7.8431      10.4110
     814       7.7331       9.7035
     815       7.7437       9.2561
     816       8.3144      10.3888
     817       7.5979       9.7950
     818       7.4744      10.3877
     819       6.2835       9.4665
     820       6.7208       9.7024
     821       6.4418       9.1951
     822       6.3133       8.7481
     823       8.2113       9.2604
     824       6.7378       9.7775
     825       6.2180      10.7245
     826       7.4668      10.2872
     827       6.0892      10.0529
     828       6.5257      10.6953
     829       7.3397       9.9898
     830       7.6346      11.5019
     831       7.6903      10.1068
     832       7.4075      11.7873
     833       6.9106      10.1973
     834       7.2820      10.7271
     835       7.4061      10.1139
     836       8.5068      10.1647
     837       7.4308      10.6448
     838       7.7538       9.2554
     839       8.1579       9.3846
     840       8.4458       9.9957
     841       8.3073       9.8925
     842       5.5293       9.3245
     843       7.0955       9.7634
     844       6.8322       9.9156
     845       8.1701       9.5214
     846       8.2625       9.4435
     847       7.7621       8.1699
     848       7.3215       8.5079
     849       7.4210       9.8252
     850       7.5089      10.3990
     851       6.7414      10.1852
     852       6.8754       9.5342
     853       7.1182      10.1916
     854       6.5947       9.4282
     855       7.1800       9.2591
     856       7.3314       9.0614
     857       7.1675       9.1333
     858       6.8999       9.4428
     859       7.3769       7.7490
     860       7.5765       9.6447
     861       6.8030      11.1288
     862       6.3651      10.3474
     863       6.7877      11.1388
     864       6.3307      11.8247
     865       6.2195      11.2519
     866       6.0480      10.9228
     867       5.8136      10.5413
     868       6.5822       9.7096
     869       6.6005      10.0572
     870       6.8762       9.6472
     871       6.5972      10.0755
     872       6.5255       9.4743
     873       6.5312       9.7720
     874       6.8672      10.3319
     875       6.3920      10.0675
     876       6.4282      10.8267
     877       6.0852       9.3447
     878       7.0262      10.8094
     879       6.4869      11.0367
     880       6.4955      10.7420
     881       6.3011      10.6877
     882       5.9334      11.3487
     883       5.8493      10.7162
     884       6.2825       9.8621
     885       6.5167      10.9197
     886       6.8137      10.1133
     887       7.3704      10.0840
     888       7.3479       9.1954
     889       6.8651       9.7869
     890       6.6983       9.0208
     891       6.8570      10.1934
     892       6.4575      10.6600
     893       7.6321      10.3394
     894       7.5702      10.1417
     895       6.7941      11.0462
     896       7.8849      11.8640
     897       7.2515      12.7540
     898       7.6567      11.5449
     899       7.1975      10.5234
     900       6.9008      11.9616
     901       7.4208      11.0624
     902       7.2420      10.9560
     903       7.3744      11.0560
     904       7.2559      11.4461
     905       6.5909      12.0966
     906       7.0317      11.4612
     907       6.5139      12.3234
     908       7.0289      11.7042
     909       7.1420      11.4747
     910       7.5797      11.6420
     911       7.4463      11.8753
     912       7.6340      11.4023
     913       7.1963      11.9777
     914       6.9322      11.5772
     915       6.9970      10.4998
     916       7.2386      10.4110
     917       7.4491      10.2234
     918       7.0321       9.6645
     919       8.0974      10.5314
     920       7.5559      11.2918
     921       7.3949      11.7307
     922       6.9705      10.9243
     923       7.2448       9.8995
     924       7.0881       9.6684
     925       8.2601       9.4827
     926       7.7148       9.8314
     927       7.0116      10.2381
     928       7.4713      10.9760
     929       7.5576       9.4995
     930       6.2131       9.6092
     931       7.8772       9.4295
     932       6.5698       9.3632
     933       7.3312       9.4019
     934       7.9214      10.4789
     935       9.6859      10.5209
     936       7.8771       9.9872
     937       8.2977       9.1596
     938       8.4415       9.1503
     939       8.5187       9.2919
     940       8.3342       9.1642
     941       8.9288       8.7127
     942       8.5598       8.7539
     943       7.4539       8.6887
     944       7.0080       9.3028
     945       8.5874       9.5773
     946       7.5681       9.3344
     947       7.5271       9.4409
     948       7.2297      10.3979
     949       6.7250       9.8635
     950       7.4236       9.3592
     951       7.3754       9.7466
     952       6.5719       9.8676
     953       7.2329       9.4146
     954       6.0317       9.4853
     955       6.9467      10.6571
     956       7.0532      11.1024
     957       6.1713      11.5672
     958       6.3417      10.7110
     959       7.1664      10.7372
     960       6.2955      10.6181
     961       6.1588      11.6451
     962       6.2341      11.3446
     963       6.9953      10.8135
     964       6.7736      11.6241
     965       6.9576      10.8424
