#Frame    overall[UU] modiaccept[UU] modidonor[UU]
       1           60              7             0
       2           68              9             0
       3           58              7             0
       4           68              9             0
       5           52              8             0
       6           64              7             0
       7           59              7             1
       8           59              7             0
       9           68              8             0
      10           67              8             1
      11           73              9             0
      12           56              7             0
      13           51              7             0
      14           63              8             1
      15           53              8             0
      16           55              8             0
      17           60              7             0
      18           48              8             0
      19           56              6             0
      20           59              7             1
      21           54              6             0
      22           54              7             0
      23           51              8             0
      24           54              6             0
      25           51              7             0
      26           59              8             0
      27           56              6             1
      28           60              8             0
      29           51              6             1
      30           48              6             0
      31           54              7             0
      32           58              6             0
      33           46              6             0
      34           45              4             0
      35           54              6             0
      36           53              5             0
      37           50              5             0
      38           54              5             0
      39           49              3             0
      40           48              4             0
      41           52              6             1
      42           55              3             0
      43           58              5             1
      44           60              6             0
      45           52              6             0
      46           53              5             0
      47           55              4             1
      48           51              6             1
      49           52              6             1
      50           53              5             1
      51           54              4             0
      52           53              5             0
      53           46              4             0
      54           52              6             1
      55           51              5             1
      56           52              5             1
      57           51              7             1
      58           47              5             0
      59           53              7             1
      60           53              6             1
      61           59              8             1
      62           57              6             1
      63           54              6             1
      64           56              7             1
      65           57              5             0
      66           54              7             0
      67           51              5             0
      68           45              5             0
      69           52              8             1
      70           61              7             0
      71           53              5             0
      72           60              8             1
      73           51              6             1
      74           52              8             0
      75           53              7             2
      76           57              8             0
      77           51              7             0
      78           58              5             1
      79           59              7             0
      80           60              7             0
      81           59              6             0
      82           62              7             1
      83           55              6             0
      84           61              7             0
      85           55              4             1
      86           51              5             0
      87           50              7             0
      88           55              6             0
      89           59              5             0
      90           54              8             0
      91           46              6             1
      92           51              7             0
      93           42              5             1
      94           55              7             1
      95           49              5             1
      96           51              7             0
      97           49              6             0
      98           49              6             0
      99           49              5             0
     100           51              6             0
     101           57              8             0
     102           49              5             0
     103           50              6             1
     104           54              6             0
     105           59              6             1
     106           56              7             0
     107           47              7             0
     108           49              6             0
     109           54              6             0
     110           50              6             0
     111           54              6             0
     112           55              6             1
     113           54              5             0
     114           54              6             0
     115           55              7             0
     116           47              5             1
     117           46              6             0
     118           51              6             0
     119           51              7             0
     120           45              6             1
     121           51              7             0
     122           48              7             0
     123           41              7             0
     124           49              7             0
     125           48              7             0
     126           47              6             0
     127           66              8             0
     128           44              4             0
     129           51              5             0
     130           44              5             1
     131           47              7             0
     132           45              5             0
     133           46              7             0
     134           50              5             0
     135           46              7             0
     136           54              7             0
     137           52              7             0
     138           47              7             0
     139           50              5             0
     140           45              5             0
     141           57             10             0
     142           56              8             0
     143           53              6             0
     144           51              7             1
     145           59              8             0
     146           52              8             1
     147           57              6             1
     148           63              7             0
     149           48              6             1
     150           58              6             0
     151           59              7             0
     152           51              6             0
     153           47              7             0
     154           53              7             1
     155           53              7             1
     156           55              7             0
     157           59              6             0
     158           52              8             1
     159           51              7             0
     160           54              5             0
     161           54              5             1
     162           42              4             0
     163           56              8             0
     164           59              7             0
     165           51              6             0
     166           58              6             1
     167           50              7             0
     168           46              4             0
     169           56              7             0
     170           55              8             1
     171           56              6             0
     172           58              7             0
     173           59              7             0
     174           60              8             0
     175           60              7             0
     176           49              6             0
     177           53              6             0
     178           45              6             0
     179           55              7             1
     180           54              7             0
     181           51              6             0
     182           46              8             0
     183           56              7             0
     184           47              5             0
     185           47              7             0
     186           51              7             0
     187           51              8             0
     188           49              6             0
     189           46              6             1
     190           42              7             0
     191           51              8             1
     192           55              8             0
     193           44              7             0
     194           49              7             0
     195           48              7             0
     196           51              7             0
     197           51              6             0
     198           45              7             0
     199           48              8             0
     200           53              7             0
     201           41              8             0
     202           46              7             0
     203           47              6             0
     204           49              7             0
     205           43              7             0
     206           55              7             0
     207           51              6             0
     208           50              7             0
     209           51              8             0
     210           50              8             0
     211           47              5             0
     212           49              9             0
     213           47              6             0
     214           49              7             0
     215           54              7             0
     216           57              5             0
     217           51              7             0
     218           57              8             0
     219           54              8             0
     220           56              7             0
     221           69              7             0
     222           46              6             0
     223           53              7             0
     224           57              6             0
     225           58              9             0
     226           54              6             0
     227           56              7             0
     228           49              9             0
     229           59              7             0
     230           51              7             1
     231           53              7             0
     232           54              8             0
     233           55              6             0
     234           51              7             0
     235           52              9             0
     236           52              6             0
     237           50              8             0
     238           59              7             0
     239           53              7             1
     240           54              8             0
     241           48              8             1
     242           48              6             0
     243           57              8             0
     244           50              7             0
     245           46              7             0
     246           48              7             0
     247           53              6             0
     248           58              5             0
     249           56              6             0
     250           52              6             1
     251           52              7             0
     252           51              7             0
     253           52              7             0
     254           45              6             0
     255           47              6             0
     256           49              6             0
     257           46              7             0
     258           58              8             0
     259           51              7             0
     260           54              6             0
     261           56              8             0
     262           55              7             0
     263           49              6             0
     264           45              8             0
     265           49              7             0
     266           48              7             0
     267           51              8             0
     268           45              7             0
     269           47              6             0
     270           49              5             0
     271           50              6             0
     272           51              7             0
     273           49              6             0
     274           50              6             0
     275           54              7             0
     276           60              7             0
     277           49              8             0
     278           47              6             0
     279           52              8             0
     280           45              7             0
     281           44              6             0
     282           52              7             0
     283           55              7             0
     284           53              6             0
     285           53              7             0
     286           54              6             0
     287           53              6             0
     288           55              6             0
     289           50              8             0
     290           45              7             0
     291           46              8             0
     292           48              7             0
     293           50              6             0
     294           53              8             0
     295           49              5             0
     296           49              5             0
     297           55              7             0
     298           52              7             0
     299           55              6             0
     300           50              4             0
     301           58              6             1
     302           54              7             0
     303           49              5             0
     304           53              7             0
     305           59              6             0
     306           60              6             0
     307           51              6             0
     308           54              9             1
     309           50              5             0
     310           55              6             0
     311           58              8             0
     312           58              8             0
     313           53              9             0
     314           49              8             0
     315           56              8             0
     316           62              7             0
     317           54              8             0
     318           47              7             0
     319           54              7             0
     320           59              9             0
     321           57              7             0
     322           54              6             0
     323           59              6             0
     324           58              8             0
     325           67              7             0
     326           57              9             0
     327           55              8             0
     328           55              7             0
     329           60              7             0
     330           52              7             0
     331           53              7             0
     332           60              7             0
     333           51              6             0
     334           44              6             0
     335           58              8             0
     336           56              8             0
     337           46              6             0
     338           55              6             0
     339           59              6             0
     340           61              7             0
     341           48              8             0
     342           59              6             0
     343           60              7             0
     344           55              7             0
     345           55              5             0
     346           50              6             0
     347           55              8             0
     348           49              7             0
     349           57              6             0
     350           55              7             0
     351           56              7             0
     352           53              7             0
     353           49              5             0
     354           58              7             0
